Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3
2450;02/02/2022;2;6;11;15;17;39;0;94;5633
2451;05/02/2022;13;26;31;46;51;60;1;60;4536
2452;09/02/2022;8;10;51;56;57;58;0;23;2117
2453;12/02/2022;10;14;15;24;34;44;0;63;3892
2454;16/02/2022;9;14;22;24;44;47;0;49;4523
2455;19/02/2022;21;38;50;53;56;59;0;44;3811
2456;22/02/2022;28;34;40;41;52;55;0;31;2581
2457;24/02/2022;10;19;46;47;49;50;0;51;4414
2458;26/02/2022;15;40;44;45;47;51;0;79;5279
2459;03/03/2022;15;24;33;49;53;59;0;84;6200
2460;05/03/2022;16;17;18;28;35;47;0;155;11542
2461;09/03/2022;8;11;16;21;32;37;0;278;17238
2462;12/03/2022;3;16;23;41;45;57;0;294;19576
2463;16/03/2022;11;16;31;37;42;51;0;281;20541
2464;19/03/2022;2;7;24;43;52;56;2;496;31802
2465;23/03/2022;3;8;23;29;53;54;0;160;11384
2466;26/03/2022;2;3;13;20;53;54;0;156;10583
2467;30/03/2022;1;10;19;34;35;45;0;168;11371
2468;02/04/2022;22;35;41;42;53;57;1;267;20734
2469;06/04/2022;5;28;30;38;52;55;0;34;2246
2470;09/04/2022;8;33;40;42;48;51;0;81;6197
2471;13/04/2022;8;23;29;30;36;55;0;95;7346
2472;16/04/2022;5;13;18;23;35;36;1;233;14583
2473;20/04/2022;15;18;28;42;55;60;0;23;2630
2474;23/04/2022;22;30;38;39;49;56;0;27;2372
2475;26/04/2022;1;40;44;45;58;60;0;44;3054
2476;28/04/2022;2;7;32;46;49;55;0;72;4799
2477;30/04/2022;20;33;37;38;49;50;0;45;4787
2478;04/05/2022;2;17;23;28;39;46;1;196;10963
2479;07/05/2022;10;15;17;20;21;35;1;90;5989
2480;11/05/2022;4;6;9;31;50;56;0;74;4757
2481;14/05/2022;1;8;21;27;36;37;0;72;5710
2482;18/05/2022;1;32;35;44;45;57;0;52;5101
2483;21/05/2022;20;34;38;40;49;54;0;72;5242
2484;25/05/2022;11;14;36;41;54;59;0;121;7558
2485;28/05/2022;5;12;32;38;47;60;0;188;13488
2486;31/05/2022;8;9;17;19;33;56;1;231;15582
2487;02/06/2022;23;36;42;48;54;58;1;141;4588
2488;04/06/2022;17;31;34;40;56;57;0;39;2541
2489;08/06/2022;3;10;13;25;41;42;0;92;6187
2490;11/06/2022;11;16;17;41;46;59;0;65;5432
2491;15/06/2022;22;29;38;43;48;53;0;83;6198
2492;18/06/2022;10;30;31;33;42;52;0;65;6645
2493;22/06/2022;4;9;37;43;44;56;0;149;9549
2494;25/06/2022;1;4;10;22;53;54;1;157;11899
2495;28/06/2022;8;12;14;30;33;41;0;37;3602
2496;30/06/2022;7;26;31;38;46;58;0;50;3505
2497;02/07/2022;5;14;23;46;48;52;0;87;6309
2498;06/07/2022;9;12;26;29;46;47;1;88;7866
2499;09/07/2022;11;19;38;47;56;59;0;30;3158
2500;13/07/2022;5;16;25;32;39;55;1;84;4928
2501;16/07/2022;11;27;32;40;58;59;0;30;2331
2502;20/07/2022;16;20;21;39;44;55;0;103;2914
2503;23/07/2022;3;14;16;38;43;45;1;91;5194
2504;27/07/2022;14;33;41;42;44;55;0;39;2885
2505;30/07/2022;3;5;19;26;43;51;1;108;6977
2506;02/08/2022;21;22;29;34;40;44;0;12;1145
2507;04/08/2022;4;6;12;34;35;53;1;47;3385
2508;06/08/2022;41;45;48;51;53;58;0;26;1510
2509;10/08/2022;8;37;39;50;59;60;0;47;2560
2510;13/08/2022;8;13;25;32;44;57;4;242;10296
2511;17/08/2022;4;10;15;39;41;49;0;31;2031
2512;20/08/2022;7;10;34;47;49;52;0;81;4382
2513;24/08/2022;13;19;21;35;46;50;0;62;3823
2514;27/08/2022;5;15;24;34;45;52;0;52;4477
2515;31/08/2022;3;12;19;41;45;54;0;97;6861
2516;03/09/2022;8;17;49;51;52;53;0;94;6665
2517;08/09/2022;1;5;6;16;22;39;0;116;8240
2518;10/09/2022;3;22;23;44;53;60;0;112;7288
2519;13/09/2022;3;8;20;36;38;57;0;88;6736
2520;15/09/2022;2;17;22;41;58;60;0;160;10126
2521;17/09/2022;23;28;33;38;55;59;0;189;12204
2522;21/09/2022;4;5;25;32;39;40;0;202;17799
2523;24/09/2022;1;10;27;36;37;45;0;294;20572
2524;28/09/2022;3;20;22;37;41;43;0;404;30194
2525;01/10/2022;4;13;21;26;47;51;2;814;52760
2526;05/10/2022;2;16;24;38;43;59;0;107;4518
2527;08/10/2022;8;19;29;38;48;56;0;80;4182
2528;13/10/2022;4;15;22;53;56;60;0;64;4684
2529;15/10/2022;3;5;32;56;57;59;0;84;5632
2530;18/10/2022;14;17;18;28;30;44;0;80;6922
2531;20/10/2022;1;5;18;49;55;56;0;107;7174
2532;22/10/2022;10;14;17;18;23;30;0;259;18616
2533;26/10/2022;17;18;20;37;45;53;0;134;11048
2534;29/10/2022;28;36;39;44;56;60;1;176;12797
2535;03/11/2022;1;3;24;37;51;56;0;59;5885
2536;05/11/2022;9;22;27;30;33;45;0;163;10787
2537;09/11/2022;12;24;26;31;37;48;1;94;9282
2538;12/11/2022;6;15;19;20;33;52;0;45;4693
2539;16/11/2022;1;23;32;33;36;59;0;32;3223
2540;19/11/2022;2;8;28;34;41;49;0;90;6404
2541;22/11/2022;10;28;45;47;57;59;0;51;3793
2542;24/11/2022;12;20;22;25;26;55;0;74;5246
2543;26/11/2022;2;5;27;30;46;53;0;138;7475
2544;30/11/2022;25;38;45;53;55;56;0;71;6119
2545;03/12/2022;20;23;32;36;39;57;0;94;8855
2546;07/12/2022;3;23;28;34;38;48;0;128;9138
2547;10/12/2022;10;25;31;37;38;57;0;100;8588
2548;14/12/2022;9;15;23;25;29;30;1;186;12011
2549;17/12/2022;1;6;10;30;33;35;0;107;5232
2550;31/12/2022;4;5;10;34;58;59;5;2485;183921
2551;04/01/2023;1;25;29;43;46;48;0;49;2428
2552;07/01/2023;5;24;25;33;38;41;0;62;4644
2553;10/01/2023;13;15;53;54;55;58;0;31;2575
2554;12/01/2023;19;25;43;44;48;49;0;78;4929
2555;14/01/2023;3;20;45;52;53;58;0;58;4595
2556;18/01/2023;2;6;10;14;34;56;0;136;9200
2557;21/01/2023;3;13;16;25;27;33;0;261;16523
2558;25/01/2023;2;10;18;25;34;44;0;181;11265
2559;28/01/2023;9;12;20;30;32;35;0;163;10641
2560;01/02/2023;4;5;17;20;48;52;0;151;13422
2561;04/02/2023;19;22;37;44;51;56;0;393;19908
2562;08/02/2023;6;12;32;44;51;57;2;226;14672
2563;11/02/2023;5;9;14;30;38;50;0;49;3714
2564;14/02/2023;7;8;14;19;32;45;0;55;4623
2565;16/02/2023;9;13;25;39;46;54;3;164;8245
2566;18/02/2023;11;23;45;53;57;59;0;60;3862
2567;23/02/2023;10;11;19;33;58;60;1;103;5786
2568;25/02/2023;16;22;29;35;38;49;0;59;3217
2569;01/03/2023;6;7;25;28;31;52;0;51;4277
2570;04/03/2023;8;18;26;27;47;50;1;75;5940
2571;08/03/2023;9;18;33;38;41;51;0;38;3051
2572;11/03/2023;3;7;15;22;24;50;0;101;7223
2573;14/03/2023;6;26;32;35;37;49;0;37;2718
2574;16/03/2023;12;17;43;44;48;60;0;68;4377
2575;18/03/2023;4;12;14;41;46;53;0;69;5767
2576;22/03/2023;29;32;33;35;38;43;0;111;7105
2577;25/03/2023;12;18;22;31;44;50;0;123;9182
2578;29/03/2023;37;39;47;50;59;60;2;296;6128
2579;01/04/2023;5;10;26;35;38;44;0;109;5186
2580;05/04/2023;3;4;13;29;36;43;0;109;8175
2581;08/04/2023;14;17;32;36;39;60;1;239;6605
2582;12/04/2023;10;14;17;19;21;34;0;95;6127
2583;15/04/2023;2;20;27;30;52;59;0;51;3786
2584;19/04/2023;1;5;12;36;53;55;0;50;4899
2585;22/04/2023;14;26;34;36;43;59;0;70;5743
2586;26/04/2023;10;18;41;49;53;59;0;76;6010
2587;29/04/2023;5;10;11;22;23;37;1;328;27180
2588;03/05/2023;9;13;22;31;57;58;0;38;2610
2589;06/05/2023;1;15;16;25;32;36;0;35;3201
2590;09/05/2023;2;12;28;36;43;48;0;76;4995
2591;11/05/2023;10;11;21;23;28;30;1;116;7633
2592;13/05/2023;15;17;28;34;35;51;0;26;2783
2593;17/05/2023;10;14;17;25;32;39;0;111;7145
2594;20/05/2023;7;26;32;35;49;55;0;76;4591
2595;24/05/2023;1;13;34;39;50;52;0;36;3827
2596;27/05/2023;34;35;39;47;51;56;0;71;4564
2597;31/05/2023;14;26;34;54;56;58;0;92;6038
