CC,Data_Sorteio,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,Ganhador
2956,17/11/2023,3,5,7,9,14,16,17,18,19,20,21,22,23,24,25,99
2957,18/11/2023,1,2,4,5,7,8,9,10,11,15,17,19,20,21,24,99
2958,20/11/2023,4,6,7,8,10,11,12,13,14,18,20,22,23,24,25,99
2959,21/11/2023,1,3,4,5,8,10,11,14,15,16,20,21,23,24,25,99
2960,22/11/2023,1,2,3,4,5,8,9,11,12,15,16,19,20,23,25,99
2961,23/11/2023,1,3,4,5,7,8,9,10,13,15,17,18,20,23,25,99
2962,24/11/2023,1,3,6,7,9,11,12,14,15,17,18,20,22,24,25,99
2963,25/11/2023,1,2,3,4,9,10,11,12,13,14,15,18,21,24,25,99
2964,27/11/2023,1,3,4,5,7,9,10,11,12,14,18,20,22,23,25,99
2965,28/11/2023,1,3,7,8,10,11,12,14,15,16,17,18,19,23,24,99
2966,29/11/2023,1,3,4,6,7,8,11,12,13,17,18,19,20,22,23,99
2967,30/11/2023,1,2,3,4,6,7,8,9,14,17,18,19,20,22,25,99
2968,01/12/2023,2,4,5,6,7,9,10,13,14,15,18,19,20,21,23,99
2969,02/12/2023,3,4,5,6,9,11,13,17,18,19,20,21,22,23,24,99
2970,04/12/2023,1,2,3,8,9,11,12,13,14,15,18,20,21,22,25,0
2971,05/12/2023,1,2,4,5,10,11,12,14,15,16,17,18,20,21,25,3
2972,06/12/2023,3,4,5,6,8,11,12,13,14,18,19,20,21,24,25,3
2973,07/12/2023,1,2,4,6,8,9,10,11,14,16,17,18,19,20,25,1
2974,08/12/2023,4,6,8,9,10,12,13,14,15,16,18,19,20,21,24,0
2975,09/12/2023,5,8,11,12,13,14,15,16,17,18,20,21,22,23,24,1
2976,11/12/2023,1,2,4,6,8,9,10,12,13,14,17,18,20,21,24,4
2977,12/12/2023,3,5,6,7,8,9,10,11,13,14,18,20,22,24,25,0
2978,13/12/2023,5,6,7,10,12,13,14,15,16,17,20,21,23,24,25,2
2979,14/12/2023,2,4,5,6,8,9,10,11,13,14,19,20,22,24,25,4
2980,15/12/2023,1,2,4,7,8,12,14,15,16,17,19,20,21,24,25,1
2981,16/12/2023,1,2,5,6,9,10,13,14,17,19,20,21,22,24,25,99
2982,18/12/2023,2,6,7,8,10,12,14,15,16,18,19,20,21,23,24,99
2983,19/12/2023,1,2,3,4,6,7,8,9,12,13,15,19,23,24,25,99
2984,20/12/2023,2,3,5,6,7,8,9,13,14,15,18,20,23,24,25,99
2985,21/12/2023,2,3,4,5,7,11,12,14,15,18,19,21,22,24,25,1
2986,22/12/2023,1,3,4,7,10,12,13,14,16,18,19,20,22,23,25,1
2987,23/12/2023,1,3,4,6,7,8,11,12,13,14,15,16,17,18,20,1
2988,26/12/2023,1,3,6,7,9,10,11,12,13,14,17,19,20,22,23,0
2989,27/12/2023,1,2,4,11,12,13,15,16,18,19,20,22,23,24,25,1
2990,28/12/2023,3,4,5,6,10,12,13,16,18,20,21,22,23,24,25,99
2991,29/12/2023,1,2,3,4,5,6,9,11,12,13,14,16,22,23,25,99
2992,30/12/2023,1,4,5,6,8,9,12,14,17,18,19,21,22,23,25,99
2993,02/01/2024,1,2,3,4,5,7,8,12,13,15,16,18,19,24,25,1
2994,03/01/2024,2,3,4,5,8,9,11,13,15,16,17,18,19,20,21,0
2995,04/01/2024,1,2,3,4,6,11,12,16,19,20,21,22,23,24,25,99
2996,05/01/2024,1,2,3,4,5,10,11,14,15,17,18,19,20,22,24,99
2997,06/01/2024,2,3,4,5,7,8,9,11,14,17,19,20,22,23,25,99
2998,08/01/2024,2,6,7,9,10,12,13,14,16,17,18,19,21,23,25,99
2999,09/01/2024,1,2,3,4,7,10,11,13,17,18,19,20,22,24,25,99
3000,10/01/2024,1,2,5,6,9,10,11,12,15,17,18,19,21,24,25,5
3001,11/01/2024,2,4,6,10,11,12,13,14,18,19,20,21,23,24,25,99
3002,12/01/2024,3,4,6,7,8,10,12,14,15,18,19,21,22,23,25,99
3003,13/01/2024,1,2,5,8,9,10,11,13,14,16,18,19,22,23,25,77
3004,15/01/2024,1,4,5,8,9,10,11,12,14,16,18,19,21,24,25,77
3005,16/01/2024,1,2,3,5,7,9,10,12,13,16,18,19,21,24,25,77
3006,17/01/2024,1,3,4,5,6,8,9,10,11,12,15,19,21,23,25,77
3007,18/01/2024,2,3,4,10,11,12,14,15,16,20,21,22,23,24,25,77
3008,19/01/2024,1,2,4,6,7,8,9,10,12,13,15,16,18,19,24,77
3009,20/01/2024,2,3,4,7,9,11,12,14,18,19,20,22,23,24,25,77
3010,22/01/2024,1,2,3,6,7,8,11,12,14,15,16,17,18,20,25,77
3011,23/01/2024,1,2,3,4,5,7,8,9,10,11,13,15,21,23,24,77
3012,24/01/2024,1,2,3,5,6,7,14,15,16,17,20,21,23,24,25,77
3013,25/01/2024,1,2,3,5,7,8,10,11,13,15,17,18,19,21,22,77
3014,26/01/2024,2,5,7,8,9,11,12,13,14,16,17,19,21,23,24,77
3015,27/01/2024,1,3,4,5,6,7,8,10,12,13,14,17,19,20,22,77
3016,29/01/2024,1,3,5,7,8,9,10,11,12,13,18,20,23,24,25,77
3017,30/01/2024,1,2,3,5,6,7,9,11,12,15,16,17,19,20,21,77
3018,31/01/2024,1,2,3,5,9,10,13,15,16,17,20,21,23,24,25,77
3019,01/02/2024,1,2,3,4,6,9,10,11,12,13,16,17,18,20,21,77
3020,02/02/2024,2,3,6,7,10,13,14,15,17,18,19,20,22,23,24,77
3021,03/02/2024,2,4,5,7,8,10,11,12,13,14,19,20,23,24,25,77
3022,05/02/2024,6,7,8,9,10,12,13,14,15,16,17,20,21,23,25,77
3023,06/02/2024,2,3,6,7,10,12,13,15,16,18,20,21,22,23,25,77
3024,07/02/2024,1,2,4,6,7,9,11,12,15,17,19,22,23,24,25,77
3025,08/02/2024,3,4,6,7,8,11,12,13,14,16,19,21,22,23,24,77
3026,09/02/2024,1,2,3,4,5,6,9,10,12,15,16,17,21,22,23,77
3027,10/02/2024,3,5,6,8,11,13,14,15,17,18,19,20,22,23,25,77
3028,14/02/2024,1,2,3,4,6,10,11,15,17,18,19,21,22,24,25,77
3029,15/02/2024,5,6,7,8,9,10,12,13,15,16,17,18,20,22,25,77
3030,16/02/2024,1,3,4,5,6,8,10,13,14,15,17,18,22,24,25,77
3031,17/02/2024,2,3,6,7,8,9,10,11,12,13,14,20,23,24,25,77
3032,19/02/2024,1,2,4,6,7,8,10,11,14,15,17,18,19,23,24,77
3033,20/02/2024,1,2,3,4,6,7,9,10,11,13,15,19,23,24,25,77
3034,21/02/2024,2,3,6,7,8,9,11,12,13,14,16,18,19,22,25,77
3035,22/02/2024,1,5,7,8,9,12,13,14,17,18,20,21,23,24,25,77
3036,23/02/2024,1,4,5,7,8,9,11,13,14,17,18,20,21,22,25,77
3037,24/02/2024,1,2,3,4,7,8,9,10,11,12,15,16,20,22,23,77
3038,26/02/2024,2,3,4,5,11,12,16,17,18,20,21,22,23,24,25,77
3039,27/02/2024,1,2,4,5,6,7,8,10,11,13,18,19,22,24,25,77
3040,28/02/2024,2,3,4,5,7,8,9,10,11,12,14,16,18,20,21,77
3041,29/02/2024,1,3,5,8,9,10,11,12,13,15,16,18,21,22,25,77
3042,01/03/2024,1,3,4,5,7,8,9,10,11,17,19,21,22,24,25,77
3043,02/03/2024,1,2,3,4,8,9,10,12,13,14,15,17,18,24,25,77
3044,04/03/2024,2,3,6,8,9,12,13,16,17,18,19,20,21,22,24,77
3045,05/03/2024,2,3,5,8,9,10,12,15,16,17,18,20,21,23,25,77
3046,06/03/2024,1,3,4,5,6,7,12,13,15,18,20,21,22,23,25,77
3047,07/03/2024,1,2,4,7,8,9,10,11,14,15,17,18,21,24,25,77
3048,08/03/2024,3,4,5,7,8,10,11,16,18,19,20,21,23,24,25,77
3049,09/03/2024,1,2,3,4,5,7,8,9,12,13,14,15,17,19,20,99
3050,11/03/2024,4,5,6,7,8,9,14,18,19,20,21,22,23,24,25,0
3051,12/03/2024,2,3,4,6,9,10,11,12,15,17,18,20,21,22,25,5
3052,13/03/2024,2,3,4,8,9,10,11,14,15,18,19,20,21,23,24,77
3053,14/03/2024,2,4,5,7,8,12,13,14,16,17,18,19,21,22,23,77
3054,15/03/2024,1,2,4,8,9,10,14,15,18,19,20,21,22,23,24,77
3055,16/03/2024,2,3,7,8,9,10,11,12,14,15,17,20,21,22,23,77
3056,18/03/2024,1,2,3,4,5,8,9,15,16,17,19,21,22,23,25,77
3057,19/03/2024,1,3,4,8,11,13,15,16,18,19,20,21,22,23,24,77
3058,20/03/2024,1,2,5,7,8,9,10,13,14,15,16,19,22,24,25,77
3059,21/03/2024,1,3,4,5,7,8,11,12,15,16,18,19,20,21,25,77
3060,22/03/2024,2,4,5,7,8,10,12,13,14,17,19,21,22,24,25,77
3061,23/03/2024,1,2,3,8,9,11,12,13,14,15,17,18,19,20,22,77
3062,25/03/2024,2,4,6,7,8,9,10,11,12,13,17,19,20,24,25,77
3063,26/03/2024,2,4,5,7,8,10,12,14,16,17,18,19,20,21,22,77
3064,27/03/2024,4,5,6,7,10,11,12,13,14,15,17,18,21,23,25,77
3065,28/03/2024,1,6,7,9,10,12,14,15,16,17,20,21,22,23,24,77
3066,30/03/2024,1,3,5,10,11,12,13,14,16,17,19,21,22,23,25,77
3067,01/04/2024,1,2,5,7,8,9,11,13,14,17,19,20,21,22,24,77
3068,02/04/2024,1,2,3,4,5,6,10,11,12,13,14,16,18,19,25,77
3069,03/04/2024,3,4,5,9,11,12,14,15,16,17,19,20,22,23,25,77
3070,04/04/2024,3,5,7,8,10,11,13,14,15,19,20,21,23,24,25,77
3071,05/04/2024,1,2,4,7,8,10,11,12,14,15,17,19,21,23,25,77
3072,06/04/2024,1,2,3,4,5,6,8,11,13,14,15,17,20,21,25,77
3073,08/04/2024,1,2,3,5,7,8,9,10,11,12,16,17,22,24,25,77
3074,09/04/2024,2,3,4,6,7,8,9,10,16,17,19,20,23,24,25,77
3075,10/04/2024,1,3,4,6,7,9,12,13,14,15,16,17,20,22,25,77
3076,11/04/2024,1,2,5,6,7,9,10,12,13,14,16,17,22,24,25,77
3077,12/04/2024,2,5,7,8,9,10,11,12,15,16,17,18,21,22,23,77
3078,13/04/2024,2,6,7,8,9,10,11,13,14,15,19,20,21,22,23,77
3079,15/04/2024,1,2,4,5,6,7,8,10,12,13,14,16,18,24,25,77
3080,16/04/2024,1,3,4,5,6,7,9,10,11,13,15,17,18,20,25,77
3081,17/04/2024,1,2,4,5,6,10,13,15,17,18,19,21,23,24,25,77
3082,18/04/2024,1,3,4,5,6,7,9,10,12,13,17,18,19,21,24,77
3083,19/04/2024,2,4,5,7,8,9,10,11,12,15,18,19,20,21,23,77
3084,20/04/2024,1,2,4,5,9,12,16,17,18,19,20,22,23,24,25,77
3085,22/04/2024,2,3,4,6,7,9,11,12,13,14,15,19,20,24,25,77
3086,23/04/2024,1,3,4,5,6,7,11,12,13,16,17,18,19,21,23,77
3087,24/04/2024,1,2,3,4,5,6,7,10,12,14,17,18,21,24,25,77
3088,25/04/2024,1,2,3,5,9,10,11,13,15,18,20,21,22,23,25,77
3089,26/04/2024,1,2,4,5,8,10,11,12,13,15,18,20,21,22,23,77
3090,27/04/2024,1,3,4,8,10,11,13,14,17,18,19,21,22,23,25,77
3091,29/04/2024,2,4,5,8,9,11,13,14,15,18,19,20,21,24,25,77
3092,30/04/2024,1,4,5,6,8,9,10,13,15,17,20,21,22,23,25,77
3093,02/05/2024,1,2,3,5,6,7,10,12,14,16,17,20,22,24,25,77
3094,03/05/2024,2,3,4,5,6,8,10,12,13,14,15,17,18,21,22,77
3095,04/05/2024,1,2,4,5,6,7,8,10,11,12,19,21,22,23,24,77
3096,06/05/2024,2,3,4,6,9,13,14,15,16,17,19,20,21,22,25,2
3097,07/05/2024,1,2,3,4,7,8,9,12,13,14,15,17,18,20,25,0
3098,08/05/2024,1,2,3,5,6,8,10,11,13,14,15,16,19,21,24,2
3099,09/05/2024,1,5,6,7,8,10,11,12,17,18,20,21,22,23,25,0
3100,10/05/2024,1,2,3,4,6,8,9,10,15,16,18,20,21,22,25,77
3101,11/05/2024,3,8,9,10,11,12,15,17,18,19,20,21,23,24,25,77
3102,13/05/2024,1,8,10,11,12,13,14,15,16,18,19,20,21,24,25,77
3103,14/05/2024,2,5,6,7,8,11,12,13,15,16,17,22,23,24,25,77
3104,15/05/2024,1,2,3,4,5,6,8,9,10,13,15,17,19,24,25,77
3105,16/05/2024,2,4,5,6,8,10,12,14,15,16,17,22,23,24,25,77
3106,17/05/2024,2,3,4,7,10,12,13,14,15,17,19,20,21,22,25,1
3107,18/05/2024,1,2,3,4,5,7,9,10,12,13,16,17,19,23,25,1
3108,20/05/2024,2,3,4,6,7,11,12,13,14,15,18,20,22,23,25,77
3109,21/05/2024,1,3,5,8,9,10,12,15,16,17,18,19,20,21,23,1
3110,22/05/2024,1,3,4,6,9,12,13,14,15,16,18,20,23,24,25,5
3111,23/05/2024,2,3,4,5,7,9,10,12,13,15,16,18,19,22,23,1
3112,24/05/2024,1,2,3,5,7,8,9,11,12,15,16,18,19,20,22,1
3113,25/05/2024,1,3,5,6,8,9,11,14,16,18,21,22,23,24,25,4
3114,27/05/2024,2,3,4,5,6,7,8,10,12,13,14,16,21,23,25,1
3115,28/05/2024,1,3,4,6,9,11,12,13,15,16,18,20,22,24,25,6
3116,29/05/2024,2,3,4,5,7,9,12,14,15,16,19,21,22,23,24,77
3117,31/05/2024,1,2,4,7,9,11,12,15,16,17,18,19,21,22,23,1
3118,01/06/2024,1,6,7,10,11,12,14,15,18,19,21,22,23,24,25,1
3119,03/06/2024,2,4,7,8,9,10,12,14,16,19,21,22,23,24,25,77
3120,04/06/2024,1,3,4,5,7,8,10,11,13,15,16,17,18,19,21,77
3121,05/06/2024,1,2,3,4,6,7,8,11,14,17,19,22,23,24,25,77
3122,06/06/2024,1,2,3,4,7,12,13,15,17,18,19,21,22,23,25,77
3123,07/06/2024,1,3,5,8,9,13,14,15,16,17,21,22,23,24,25,77
3124,08/06/2024,1,3,5,9,12,13,14,15,16,17,19,20,21,22,25,77
3125,10/06/2024,3,5,6,9,10,12,13,14,16,17,18,19,20,21,24,77
3126,11/06/2024,1,4,5,6,7,9,10,13,14,16,19,21,23,24,25,77
3127,12/06/2024,2,3,4,7,12,14,15,16,18,20,21,22,23,24,25,77
3128,13/06/2024,1,2,5,8,9,10,11,13,14,16,17,18,20,21,24,77
3129,14/06/2024,1,2,4,6,7,8,14,15,16,17,18,19,22,23,25,77
3130,15/06/2024,1,2,5,8,9,10,12,13,14,15,16,20,21,22,24,77
3131,17/06/2024,2,3,4,5,6,7,8,9,12,14,17,22,23,24,25,77
3132,18/06/2024,2,3,4,5,7,10,11,13,14,15,16,22,23,24,25,77
3133,19/06/2024,2,5,6,9,10,11,12,14,15,17,19,20,22,24,25,77
3134,20/06/2024,1,3,6,7,8,9,12,13,14,15,18,19,20,21,25,77
3135,21/06/2024,1,2,3,5,9,10,11,13,17,20,21,22,23,24,25,77
3136,22/06/2024,2,4,6,8,10,12,13,14,15,17,18,19,20,22,23,77
3137,24/06/2024,1,4,6,7,8,9,12,13,15,18,20,21,23,24,25,77
3138,25/06/2024,1,2,3,4,6,7,17,18,19,20,21,22,23,24,25,77
3139,26/06/2024,1,3,4,6,7,8,9,11,13,15,17,18,20,21,25,77
3140,27/06/2024,1,2,3,6,7,8,10,11,14,15,17,19,22,23,25,77
3141,28/06/2024,2,3,7,8,10,11,13,14,15,17,19,20,22,23,24,77
3142,29/06/2024,1,3,4,6,7,9,10,13,14,15,16,17,18,20,22,77
3143,01/07/2024,2,5,6,9,12,13,14,15,17,18,19,20,21,23,25,77
